car_brand,car_name,year,km_driven,fuel,transmission,price,city
Honda,Honda BrioS MT,2012,"69,000kms",Petrol,Manual,₹1.75 Lakh,noida
Ford,Ford Endeavour3.2 Titanium AT 4X4,2017,"94,000kms",Diesel,Automatic,₹16 Lakh,noida
Mahindra,Mahindra XUV300W8 Diesel,2020,"67,000kms",Diesel,Manual,₹7.90 Lakh,noida
Maruti,Maruti Vitara BrezzaLXI,2021,"44,000kms",Petrol,Manual,₹6.75 Lakh,noida
Hyundai,Hyundai VernaSX,2021,"67,000kms",Petrol,Manual,₹9.75 Lakh,noida
Mahindra,Mahindra XUV500W10 2WD,2016,"88,100kms",Diesel,Manual,₹6.70 Lakh,noida
Mahindra,Mahindra XUV500W10 2WD,2016,"83,000kms",Diesel,Manual,₹6.90 Lakh,noida
Hyundai,Hyundai Creta1.6 E Plus,2018,"51,000kms",Petrol,Manual,₹6.25 Lakh,noida
Audi,Audi Q745 TDI Quattro Premium Plus,2017,"82,000kms",Diesel,Automatic,₹24.49 Lakh,noida
Rolls-Royce,Rolls-Royce GhostStandard,2012,"34,000kms",Petrol,Automatic,₹2.45 Crore,noida
Maruti,Maruti InvictoZeta Plus 7Str,2024,"19,900kms",Petrol,Automatic,₹25.50 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLS450 4matic,2024,"15,000kms",Petrol,Automatic,₹1.25 Crore,noida
BMW,BMW 3 Series Long Wheelbase330Li M Sport First Edition,2021,"48,000kms",Petrol,Automatic,₹39.50 Lakh,noida
Volvo,Volvo XC90B5 AWD Mild hybrid Ultra,2025,"12,000kms",Petrol,Automatic,₹95 Lakh,noida
Audi,Audi Q7Premium plus BSVI,2022,"22,000kms",Petrol,Automatic,₹62 Lakh,noida
Mercedes-Benz,Mercedes-Benz S-ClassS 350d BSVI,2022,"9,000kms",Diesel,Automatic,₹1.95 Crore,noida
Toyota,Toyota Land Cruiser 200VX,2016,"1,62,000kms",Diesel,Automatic,₹85 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLC200,2022,"27,000kms",Petrol,Automatic,₹46.50 Lakh,noida
,Bentley ContinentalGT,2015,"30,000kms",Petrol,Automatic,₹67 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLE400 4MATIC,2020,"48,000kms",Petrol,Automatic,₹55 Lakh,noida
Mercedes-Benz,Mercedes-Benz C-ClassAMG Line C 300d,2020,"44,000kms",Diesel,Automatic,₹32 Lakh,noida
Mercedes-Benz,Mercedes-Benz E-ClassE 200 CGI,2017,"37,000kms",Petrol,Automatic,₹30 Lakh,noida
Mercedes-Benz,Mercedes-Benz E-ClassExclusive E 200,2021,"42,000kms",Petrol,Automatic,₹41 Lakh,noida
Mercedes-Benz,Mercedes-Benz G-ClassG 350d,2021,"48,000kms",Diesel,Automatic,₹1.95 Crore,noida
BMW,BMW X7xDrive30d DPE Signature,2019,"81,000kms",Diesel,Automatic,₹62 Lakh,noida
Mercedes-Benz,Mercedes-Benz G-ClassAMG G 63 Grand Edition,2024,"26,000kms",Petrol,Automatic,₹3.69 Crore,noida
Mercedes-Benz,Mercedes-Benz AMG GLC 434MATIC Coupe,2024,"6,000kms",Petrol,Automatic,₹90 Lakh,noida
,Bentley ContinentalGT V8 BSIV,2014,"21,500kms",Petrol,Automatic,₹1.35 Crore,noida
Mercedes-Benz,Mercedes-Benz C-ClassC 200,2025,1kms,Petrol,Automatic,₹52.50 Lakh,noida
BMW,BMW X3xDrive20d Luxury Edition,2023,"12,000kms",Diesel,Automatic,₹53 Lakh,noida
Mahindra,Mahindra ScorpioS5,2020,"20,000kms",Diesel,Manual,₹10.95 Lakh,noida
Tata,Tata HexaXT,2017,"63,000kms",Diesel,Manual,₹7 Lakh,noida
Hyundai,Hyundai i10Era,2012,"65,000kms",Petrol,Manual,₹1.40 Lakh,noida
Hyundai,Hyundai TucsonPlatinum AT,2024,"14,000kms",Petrol,Automatic,₹26.50 Lakh,noida
Mahindra,Mahindra XUV500W11 AT BSIV,2019,"71,000kms",Diesel,Automatic,₹10.45 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLS350d 4MATIC,2016,"58,000kms",Diesel,Automatic,₹27 Lakh,noida
Toyota,Toyota CamryHybrid 2.5,2015,"85,000kms",Petrol,Automatic,₹11 Lakh,noida
BMW,BMW 6 SeriesGT 630i M Sport BSVI,2022,"11,000kms",Petrol,Automatic,₹53 Lakh,noida
BMW,BMW X1sDrive20d Expedition,2017,"1,00,000kms",Diesel,Automatic,₹14 Lakh,noida
Mercedes-Benz,Mercedes-Benz C-ClassC 200,2024,"25,000kms",Petrol,Automatic,₹48 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLE300d BSVI,2021,"60,000kms",Diesel,Automatic,₹51 Lakh,noida
Maruti,Maruti Wagon RLXI CNG,2015,"67,000kms",CNG,Manual,₹2.50 Lakh,noida
Maruti,Maruti SwiftLXI Optional-O,2017,"67,000kms",Petrol,Manual,₹3.90 Lakh,noida
Mahindra,Mahindra Bolero Power PlusSLE,2018,"71,000kms",Diesel,Manual,₹4.99 Lakh,noida
Honda,Honda AmazeS Option i-VTEC,2017,"67,000kms",Petrol,Manual,₹3.70 Lakh,noida
Mahindra,Mahindra TharLX 4WD Hard Top Diesel AT BSVI,2023,"22,000kms",Diesel,Automatic,₹16 Lakh,noida
Mahindra,Mahindra TharLX 4WD Hard Top AT BSVI,2023,"13,000kms",Petrol,Automatic,₹13.49 Lakh,noida
Honda,Honda CityZX CVT,2024,"16,000kms",Petrol,Automatic,₹14.50 Lakh,noida
Audi,Audi Q2Technology,2020,"78,000kms",Petrol,Automatic,₹18.90 Lakh,noida
Mahindra,Mahindra XUV700AX7 7Str AT,2023,"12,000kms",Petrol,Automatic,₹19.50 Lakh,noida
Tata,Tata CurvvAccomplished Plus A Hyperion DCA,2024,"11,000kms",Petrol,Automatic,₹15.50 Lakh,noida
BMW,BMW X1sDrive18i M Sport,2024,"14,000kms",Petrol,Automatic,₹45 Lakh,noida
Skoda,Skoda Kushaq1.5 TSI Style BSVI,2021,"1,06,000kms",Petrol,Manual,₹8.90 Lakh,noida
Mahindra,Mahindra TharLX Hard Top AT,2024,"6,000kms",Petrol,Automatic,₹13.75 Lakh,noida
Maruti,Maruti Swift DzireVXI 1.2 BS IV,2016,"84,100kms",Petrol,Manual,₹3.80 Lakh,noida
Maruti,Maruti SwiftZXI,2019,"87,000kms",Petrol,Manual,₹5.25 Lakh,noida
Mahindra,Mahindra XUV300W4 Diesel,2020,"12,000kms",Diesel,Manual,₹5.55 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLA Class200 d Sport,2017,"51,000kms",Diesel,Automatic,₹13.25 Lakh,noida
Honda,Honda CR-VDiesel 4WD,2019,"80,000kms",Diesel,Automatic,₹15.25 Lakh,noida
Tata,Tata SafariXZA Plus 6 Str AT BSVI,2022,"87,000kms",Diesel,Automatic,₹15 Lakh,noida
Hyundai,Hyundai VernaVTVT 1.6 AT SX Option,2018,"72,000kms",Petrol,Automatic,₹7 Lakh,noida
Hyundai,Hyundai VernaCRDi 1.6 SX,2018,"93,000kms",Diesel,Manual,₹7 Lakh,noida
MG,2024MG HectorSharp Pro CVT  -2025,2023,"15,000kms",Petrol,Automatic,₹18 Lakh,noida
Jeep,Jeep Compass2.0 Limited Option,2017,"92,000kms",Diesel,Manual,₹7.50 Lakh,noida
Toyota,Toyota Fortuner4x2 AT,2015,"1,86,500kms",Diesel,Automatic,₹11.25 Lakh,noida
Toyota,Toyota Fortuner2.8 2WD AT BSIV,2017,"79,000kms",Diesel,Automatic,₹20 Lakh,noida
Honda,Honda Cityi VTEC CVT SV,2014,"67,000kms",Petrol,Automatic,₹4 Lakh,noida
Maruti,Maruti Swift DzireAMT VXI,2017,"62,000kms",Petrol,Automatic,₹4.50 Lakh,noida
Maruti,Maruti Wagon RLXI,2014,"65,442kms",Petrol,Manual,₹2.45 Lakh,noida
Mahindra,Mahindra Scorpio NZ8 Select AT,2024,"10,000kms",Petrol,Automatic,₹22.50 Lakh,noida
Jaguar,Jaguar XF2.0 Petrol Prestige,2021,"31,000kms",Petrol,Automatic,₹33.50 Lakh,noida
Audi,Audi Q8Celebration Edition BSVI,2023,"13,500kms",Petrol,Automatic,₹70 Lakh,noida
Maruti,Maruti SwiftVXI,2014,"76,000kms",Petrol,Manual,₹2.95 Lakh,noida
Honda,Honda Brio1.2 S MT,2016,"71,070kms",Petrol,Manual,₹2.98 Lakh,noida
Honda,Honda BrioS MT,2012,"86,000kms",Petrol,Manual,₹1.70 Lakh,noida
Hyundai,Hyundai i10Magna,2012,"81,000kms",Petrol,Manual,₹1.78 Lakh,noida
Hyundai,Hyundai Grand i10 NiosMagna,2021,"15,000kms",Petrol,Manual,₹4.95 Lakh,noida
Tata,Tata Tigor1.2 Revotron XZ Option,2017,"60,393kms",Petrol,Manual,₹3.65 Lakh,noida
Hyundai,Hyundai Grand i10 NiosMagna,2020,"57,032kms",Petrol,Manual,₹4.60 Lakh,noida
Honda,Honda JazzV CVT,2017,"94,451kms",Petrol,Automatic,₹4.25 Lakh,noida
Honda,Honda AmazeVX i-VTEC,2018,"76,617kms",Petrol,Manual,₹4.65 Lakh,noida
Honda,Honda AmazeS i-Vtech,2014,"70,400kms",Petrol,Manual,₹2.95 Lakh,noida
Maruti,Maruti Wagon RAMT VXI Option,2020,"74,700kms",Petrol,Automatic,₹4.75 Lakh,noida
BMW,BMW X1sDrive18i M Sport,2024,"14,000kms",Petrol,Automatic,₹45 Lakh,noida
Skoda,Skoda Kushaq1.5 TSI Style BSVI,2021,"1,06,000kms",Petrol,Manual,₹8.90 Lakh,noida
Mahindra,Mahindra TharLX Hard Top AT,2024,"6,000kms",Petrol,Automatic,₹13.75 Lakh,noida
Maruti,Maruti Swift DzireVXI 1.2 BS IV,2016,"84,100kms",Petrol,Manual,₹3.80 Lakh,noida
Tata,Tata CurvvAccomplished Plus A Hyperion DCA,2024,"11,000kms",Petrol,Automatic,₹15.50 Lakh,noida
Renault,Renault KWIDClimber 1.0 MT Opt,2021,"31,000kms",Petrol,Manual,₹3.75 Lakh,noida
Mahindra,Mahindra Scorpio NZ8 Select AT,2024,"10,000kms",Petrol,Automatic,₹22.50 Lakh,noida
Jaguar,Jaguar XF2.0 Petrol Prestige,2021,"31,000kms",Petrol,Automatic,₹33.50 Lakh,noida
Audi,Audi Q8Celebration Edition BSVI,2023,"13,500kms",Petrol,Automatic,₹70 Lakh,noida
Maruti,Maruti SwiftVXI,2014,"76,000kms",Petrol,Manual,₹2.95 Lakh,noida
Honda,Honda Brio1.2 S MT,2016,"71,070kms",Petrol,Manual,₹2.98 Lakh,noida
Honda,Honda BrioS MT,2012,"86,000kms",Petrol,Manual,₹1.70 Lakh,noida
Hyundai,Hyundai i10Magna,2012,"81,000kms",Petrol,Manual,₹1.78 Lakh,noida
Hyundai,Hyundai Grand i10 NiosMagna,2021,"15,000kms",Petrol,Manual,₹4.95 Lakh,noida
Tata,Tata Tigor1.2 Revotron XZ Option,2017,"60,393kms",Petrol,Manual,₹3.65 Lakh,noida
Hyundai,Hyundai Grand i10 NiosMagna,2020,"57,032kms",Petrol,Manual,₹4.60 Lakh,noida
Honda,Honda JazzV CVT,2017,"94,451kms",Petrol,Automatic,₹4.25 Lakh,noida
Honda,Honda AmazeVX i-VTEC,2018,"76,617kms",Petrol,Manual,₹4.65 Lakh,noida
Honda,Honda AmazeS i-Vtech,2014,"70,400kms",Petrol,Manual,₹2.95 Lakh,noida
Maruti,Maruti Wagon RAMT VXI Option,2020,"74,700kms",Petrol,Automatic,₹4.75 Lakh,noida
BMW,BMW X1sDrive18i M Sport,2024,"14,000kms",Petrol,Automatic,₹45 Lakh,noida
Skoda,Skoda Kushaq1.5 TSI Style BSVI,2021,"1,06,000kms",Petrol,Manual,₹8.90 Lakh,noida
Mahindra,Mahindra TharLX Hard Top AT,2024,"6,000kms",Petrol,Automatic,₹13.75 Lakh,noida
Maruti,Maruti Swift DzireVXI 1.2 BS IV,2016,"84,100kms",Petrol,Manual,₹3.80 Lakh,noida
Tata,Tata CurvvAccomplished Plus A Hyperion DCA,2024,"11,000kms",Petrol,Automatic,₹15.50 Lakh,noida
Renault,Renault KWIDClimber 1.0 MT Opt,2021,"31,000kms",Petrol,Manual,₹3.75 Lakh,noida
Mahindra,Mahindra Scorpio NZ8 Select AT,2024,"10,000kms",Petrol,Automatic,₹22.50 Lakh,noida
Jaguar,Jaguar XF2.0 Petrol Prestige,2021,"31,000kms",Petrol,Automatic,₹33.50 Lakh,noida
Audi,Audi Q8Celebration Edition BSVI,2023,"13,500kms",Petrol,Automatic,₹70 Lakh,noida
Maruti,Maruti SwiftVXI,2014,"76,000kms",Petrol,Manual,₹2.95 Lakh,noida
Honda,Honda Brio1.2 S MT,2016,"71,070kms",Petrol,Manual,₹2.98 Lakh,noida
Honda,Honda BrioS MT,2012,"86,000kms",Petrol,Manual,₹1.70 Lakh,noida
Hyundai,Hyundai i10Magna,2012,"81,000kms",Petrol,Manual,₹1.78 Lakh,noida
Hyundai,Hyundai Grand i10 NiosMagna,2021,"15,000kms",Petrol,Manual,₹4.95 Lakh,noida
Tata,Tata Tigor1.2 Revotron XZ Option,2017,"60,393kms",Petrol,Manual,₹3.65 Lakh,noida
Hyundai,Hyundai Grand i10 NiosMagna,2020,"57,032kms",Petrol,Manual,₹4.60 Lakh,noida
Honda,Honda JazzV CVT,2017,"94,451kms",Petrol,Automatic,₹4.25 Lakh,noida
Honda,Honda AmazeVX i-VTEC,2018,"76,617kms",Petrol,Manual,₹4.65 Lakh,noida
Honda,Honda AmazeS i-Vtech,2014,"70,400kms",Petrol,Manual,₹2.95 Lakh,noida
Maruti,Maruti Wagon RAMT VXI Option,2020,"74,700kms",Petrol,Automatic,₹4.75 Lakh,noida
BMW,BMW X1sDrive18i M Sport,2024,"14,000kms",Petrol,Automatic,₹45 Lakh,noida
Skoda,Skoda Kushaq1.5 TSI Style BSVI,2021,"1,06,000kms",Petrol,Manual,₹8.90 Lakh,noida
Mahindra,Mahindra TharLX Hard Top AT,2024,"6,000kms",Petrol,Automatic,₹13.75 Lakh,noida
Maruti,Maruti Swift DzireVXI 1.2 BS IV,2016,"84,100kms",Petrol,Manual,₹3.80 Lakh,noida
Tata,Tata CurvvAccomplished Plus A Hyperion DCA,2024,"11,000kms",Petrol,Automatic,₹15.50 Lakh,noida
Renault,Renault KWIDClimber 1.0 MT Opt,2021,"31,000kms",Petrol,Manual,₹3.75 Lakh,noida
Mahindra,Mahindra XUV700AX7 7Str AT,2023,"12,000kms",Petrol,Automatic,₹19.50 Lakh,noida
Tata,Tata CurvvAccomplished Plus A Hyperion DCA,2024,"11,000kms",Petrol,Automatic,₹15.50 Lakh,noida
BMW,BMW X1sDrive18i M Sport,2024,"14,000kms",Petrol,Automatic,₹45 Lakh,noida
Skoda,Skoda Kushaq1.5 TSI Style BSVI,2021,"1,06,000kms",Petrol,Manual,₹8.90 Lakh,noida
Mahindra,Mahindra TharLX Hard Top AT,2024,"6,000kms",Petrol,Automatic,₹13.75 Lakh,noida
Maruti,Maruti Swift DzireVXI 1.2 BS IV,2016,"84,100kms",Petrol,Manual,₹3.80 Lakh,noida
Maruti,Maruti SwiftZXI,2019,"87,000kms",Petrol,Manual,₹5.25 Lakh,noida
Mahindra,Mahindra XUV300W4 Diesel,2020,"12,000kms",Diesel,Manual,₹5.55 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLA Class200 d Sport,2017,"51,000kms",Diesel,Automatic,₹13.25 Lakh,noida
Honda,Honda CR-VDiesel 4WD,2019,"80,000kms",Diesel,Automatic,₹15.25 Lakh,noida
Tata,Tata SafariXZA Plus 6 Str AT BSVI,2022,"87,000kms",Diesel,Automatic,₹15 Lakh,noida
Hyundai,Hyundai VernaVTVT 1.6 AT SX Option,2018,"72,000kms",Petrol,Automatic,₹7 Lakh,noida
Hyundai,Hyundai VernaCRDi 1.6 SX,2018,"93,000kms",Diesel,Manual,₹7 Lakh,noida
MG,2024MG HectorSharp Pro CVT  -2025,2023,"15,000kms",Petrol,Automatic,₹18 Lakh,noida
Jeep,Jeep Compass2.0 Limited Option,2017,"92,000kms",Diesel,Manual,₹7.50 Lakh,noida
Toyota,Toyota Fortuner4x2 AT,2015,"1,86,500kms",Diesel,Automatic,₹11.25 Lakh,noida
Toyota,Toyota Fortuner2.8 2WD AT BSIV,2017,"79,000kms",Diesel,Automatic,₹20 Lakh,noida
Honda,Honda Cityi VTEC CVT SV,2014,"67,000kms",Petrol,Automatic,₹4 Lakh,noida
Maruti,Maruti Swift DzireAMT VXI,2017,"62,000kms",Petrol,Automatic,₹4.50 Lakh,noida
Maruti,Maruti Wagon RLXI,2014,"65,442kms",Petrol,Manual,₹2.45 Lakh,noida
Toyota,Toyota CamryHybrid 2.5,2015,"85,000kms",Petrol,Automatic,₹11 Lakh,noida
BMW,BMW 6 SeriesGT 630i M Sport BSVI,2022,"11,000kms",Petrol,Automatic,₹53 Lakh,noida
BMW,BMW X1sDrive20d Expedition,2017,"1,00,000kms",Diesel,Automatic,₹14 Lakh,noida
Mercedes-Benz,Mercedes-Benz C-ClassC 200,2024,"25,000kms",Petrol,Automatic,₹48 Lakh,noida
Mercedes-Benz,Mercedes-Benz GLE300d BSVI,2021,"60,000kms",Diesel,Automatic,₹51 Lakh,noida
Maruti,Maruti Wagon RLXI CNG,2015,"67,000kms",CNG,Manual,₹2.50 Lakh,noida
Maruti,Maruti SwiftLXI Optional-O,2017,"67,000kms",Petrol,Manual,₹3.90 Lakh,noida
Mahindra,Mahindra Bolero Power PlusSLE,2018,"71,000kms",Diesel,Manual,₹4.99 Lakh,noida
Honda,Honda AmazeS Option i-VTEC,2017,"67,000kms",Petrol,Manual,₹3.70 Lakh,noida
Mahindra,Mahindra TharLX 4WD Hard Top Diesel AT BSVI,2023,"22,000kms",Diesel,Automatic,₹16 Lakh,noida
Mahindra,Mahindra TharLX 4WD Hard Top AT BSVI,2023,"13,000kms",Petrol,Automatic,₹13.49 Lakh,noida
Honda,Honda CityZX CVT,2024,"16,000kms",Petrol,Automatic,₹14.50 Lakh,noida
Audi,Audi Q2Technology,2020,"78,000kms",Petrol,Automatic,₹18.90 Lakh,noida
Mercedes-Benz,Mercedes-Benz CLA200 CGI Sport,2016,"38,000kms",Petrol,Automatic,₹14.95 Lakh,noida
BMW,BMW X5xDrive 40i M Sport,2022,"79,000kms",Petrol,Automatic,₹61.75 Lakh,noida
Kia,Kia SeltosHTX IVT,2023,"43,012kms",Petrol,Automatic,₹13.95 Lakh,noida
Hyundai,Hyundai CretaS (O) Diesel,2024,"3,630kms",Diesel,Manual,₹15.75 Lakh,noida
Toyota,Toyota Etios Cross1.2L G,2015,"70,000kms",Petrol,Manual,₹3.25 Lakh,noida
Audi,Audi A4Premium,2025,"3,000kms",Petrol,Automatic,₹37.50 Lakh,noida
Hyundai,Hyundai AlcazarPlatinum (O) AT,2021,"34,000kms",Petrol,Automatic,₹13.25 Lakh,noida
Mahindra,Mahindra XUV700AX7 7Str AT,2023,"12,000kms",Petrol,Automatic,₹19.50 Lakh,noida
Tata,Tata CurvvAccomplished Plus A Hyperion DCA,2024,"11,000kms",Petrol,Automatic,₹15.50 Lakh,noida
BMW,BMW X1sDrive18i M Sport,2024,"14,000kms",Petrol,Automatic,₹45 Lakh,noida
