car_brand,car_name,year,km_driven,fuel,transmission,price,city
Kia,Kia CarnivalLimousine Plus,2023,"67,000kms",Diesel,Automatic,₹35 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 SX,2018,"80,000kms",Petrol,Manual,₹8 Lakh,new-delhi
Nissan,Nissan TerranoXL,2016,"56,000kms",Petrol,Manual,₹3.95 Lakh,new-delhi
Tata,Tata HexaXM,2017,"60,000kms",Diesel,Manual,₹7.25 Lakh,new-delhi
Maruti,Maruti Wagon R StingrayLXI,2016,"71,000kms",Petrol,Manual,₹2.99 Lakh,new-delhi
Jaguar,Jaguar XEPrestige,2017,"30,000kms",Petrol,Automatic,₹21 Lakh,new-delhi
Hyundai,Hyundai XcentVTVT Plus ABS,2016,"90,000kms",Petrol,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai Grand i101.2 CRDi Asta,2019,"40,900kms",Diesel,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai i10Magna 1.1L,2016,"78,000kms",Petrol,Manual,₹2.50 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta CNG 2 Airbag,2024,"40,000kms",CNG,Manual,₹12.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10Sportz,2015,"93,000kms",Petrol,Manual,₹3.20 Lakh,new-delhi
Hyundai,Hyundai i10Magna,2011,"30,000kms",Petrol,Manual,₹1.30 Lakh,new-delhi
Maruti,Maruti Wagon RCNG LXI Opt,2022,"70,000kms",CNG,Manual,₹5 Lakh,new-delhi
Maruti,Maruti Wagon RLXI BSII,2012,"48,000kms",Petrol,Manual,₹1.85 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaVDi,2020,"40,000kms",Diesel,Manual,₹5.50 Lakh,new-delhi
Hyundai,Hyundai i201.2 Spotz,2018,"70,000kms",Petrol,Manual,₹4.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S,2017,"1,00,000kms",Diesel,Manual,₹6.50 Lakh,new-delhi
Audi,Audi A335 TFSI Premium,2018,"24,000kms",Petrol,Automatic,₹16.99 Lakh,new-delhi
Tata,Tata NexonPure S,2024,"20,000kms",Petrol,Manual,₹7.50 Lakh,new-delhi
Toyota,Toyota Innova Crysta2.7 GX MT BSIV,2017,"90,000kms",Petrol,Manual,₹11.25 Lakh,new-delhi
Kia,Kia CarnivalLimousine Plus,2023,"67,000kms",Diesel,Automatic,₹35 Lakh,new-delhi
Hyundai,Hyundai Creta1.6 SX,2018,"80,000kms",Petrol,Manual,₹8 Lakh,new-delhi
Nissan,Nissan TerranoXL,2016,"56,000kms",Petrol,Manual,₹3.95 Lakh,new-delhi
Tata,Tata HexaXM,2017,"60,000kms",Diesel,Manual,₹7.25 Lakh,new-delhi
Maruti,Maruti Wagon R StingrayLXI,2016,"71,000kms",Petrol,Manual,₹2.99 Lakh,new-delhi
Jaguar,Jaguar XEPrestige,2017,"30,000kms",Petrol,Automatic,₹21 Lakh,new-delhi
Hyundai,Hyundai XcentVTVT Plus ABS,2016,"90,000kms",Petrol,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai Grand i101.2 CRDi Asta,2019,"40,900kms",Diesel,Manual,₹4 Lakh,new-delhi
Hyundai,Hyundai i10Magna 1.1L,2016,"78,000kms",Petrol,Manual,₹2.50 Lakh,new-delhi
Maruti,Maruti Grand VitaraDelta CNG 2 Airbag,2024,"40,000kms",CNG,Manual,₹12.30 Lakh,new-delhi
Hyundai,Hyundai Grand i10Sportz,2015,"93,000kms",Petrol,Manual,₹3.20 Lakh,new-delhi
Hyundai,Hyundai i10Magna,2011,"30,000kms",Petrol,Manual,₹1.30 Lakh,new-delhi
Maruti,Maruti Wagon RCNG LXI Opt,2022,"70,000kms",CNG,Manual,₹5 Lakh,new-delhi
Maruti,Maruti Wagon RLXI BSII,2012,"48,000kms",Petrol,Manual,₹1.85 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaVDi,2020,"40,000kms",Diesel,Manual,₹5.50 Lakh,new-delhi
Hyundai,Hyundai i201.2 Spotz,2018,"70,000kms",Petrol,Manual,₹4.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S,2017,"1,00,000kms",Diesel,Manual,₹6.50 Lakh,new-delhi
Audi,Audi A335 TFSI Premium,2018,"24,000kms",Petrol,Automatic,₹16.99 Lakh,new-delhi
Tata,Tata NexonPure S,2024,"20,000kms",Petrol,Manual,₹7.50 Lakh,new-delhi
Hyundai,Hyundai VenueS BSIV,2020,"48,000kms",Petrol,Manual,₹7.50 Lakh,new-delhi
Kia,Kia SonetGravity,2024,"14,000kms",Petrol,Manual,₹8.50 Lakh,new-delhi
Hyundai,Hyundai Creta1.4 CRDi S Plus,2015,"1,00,000kms",Diesel,Manual,₹4 Lakh,new-delhi
Maruti,Maruti Vitara BrezzaZDi Plus,2018,"80,000kms",Diesel,Manual,₹6.25 Lakh,new-delhi
